2025-02-28 15:22:24,21.0,17,20.75,69.35,5299406.84
2025-02-28 15:22:27,21.0,17,20.75,69.35,5343859.57
2025-02-28 15:22:29,21.0,17,20.75,69.35,5388312.8
2025-02-28 15:46:20,20.0,18,20.25,68.45,3913138.41
2025-02-28 15:46:23,21.0,17,20.25,68.45,3958695.13
2025-02-28 15:46:25,21.0,17,20.25,68.45,4003141.76
2025-02-28 15:46:28,21.0,17,20.25,68.45,4050967.02
2025-02-28 15:46:31,21.0,17,20.25,68.45,4095352.49
2025-02-28 15:46:33,21.0,17,20.25,68.45,4139794.58
2025-02-28 15:46:36,21.0,17,20.312,68.56,4184246.74
2025-02-28 15:46:39,21.0,17,20.25,68.45,4228700.32
2025-02-28 16:22:20,21.0,17,21.375,70.47,40962626.49
2025-02-28 16:22:23,22.0,17,21.375,70.47,41007079.3
2025-02-28 16:22:26,22.0,17,21.375,70.47,41051531.7
2025-02-28 16:22:28,22.0,17,21.375,70.47,41095984.35
2025-02-28 16:22:31,22.0,17,21.375,70.47,41140437.18
2025-02-28 16:22:33,22.0,17,21.375,70.47,41184890.41
2025-02-28 16:22:36,22.0,17,21.375,70.47,41229343.4
2025-02-28 16:22:39,22.0,17,21.375,70.47,41273795.87
2025-02-28 16:22:41,22.0,17,21.375,70.47,41318248.52
2025-02-28 16:22:44,22.0,17,21.375,70.47,41362701.05
2025-02-28 16:22:46,22.0,17,21.375,70.47,41407153.78
2025-02-28 16:22:49,22.0,17,21.375,70.47,41453254.7
2025-02-28 16:22:52,22.0,17,21.375,70.47,41497707.62
2025-02-28 16:22:54,22.0,17,21.375,70.47,41542160.74
2025-02-28 16:22:57,22.0,17,21.375,70.47,41586612.29
2025-02-28 16:22:59,22.0,17,21.375,70.47,41631066.7
2025-02-28 16:23:02,22.0,17,21.375,70.47,41677164.95
2025-02-28 16:23:05,22.0,17,21.312,70.36,41721618.64
2025-02-28 16:23:07,22.0,17,21.312,70.36,41766070.63
2025-02-28 16:23:10,22.0,17,21.375,70.47,41810524.73
2025-02-28 16:23:12,22.0,17,21.375,70.47,41854976.47
2025-02-28 16:23:15,22.0,17,21.375,70.47,41901075.62
2025-02-28 16:23:18,22.0,17,21.312,70.36,41945527.9
2025-02-28 16:23:20,22.0,17,21.312,70.36,41989980.15
2025-02-28 16:23:23,22.0,17,21.312,70.36,42034433.19
2025-02-28 16:23:26,22.0,17,21.312,70.36,42078886.14
2025-02-28 16:23:28,22.0,17,21.312,70.36,42123338.83
2025-02-28 16:23:31,22.0,17,21.312,70.36,42167792.22
2025-02-28 16:23:33,22.0,17,21.312,70.36,42212245.71
2025-02-28 16:23:36,22.0,17,21.312,70.36,42256698.07
2025-02-28 16:23:39,22.0,17,21.312,70.36,42301150.84
2025-02-28 16:26:22,22.0,17,21.062,69.91,45098931.81
2025-02-28 16:26:24,21.0,17,21.062,69.91,45143385.01
2025-02-28 16:26:27,21.0,17,21.062,69.91,45187838.98
2025-02-28 16:26:29,21.0,17,21.062,69.91,45232291.15
2025-02-28 16:26:32,21.0,17,21.062,69.91,45276745.89
2025-02-28 16:26:35,21.0,17,21.062,69.91,45321197.42
2025-02-28 16:26:37,21.0,17,21.062,69.91,45365649.5
2025-02-28 16:26:40,22.0,17,21.062,69.91,45410103.4
2025-02-28 16:26:42,21.0,17,21.125,70.03,45454556.67
2025-02-28 16:26:45,22.0,17,21.125,70.03,45499009.76
2025-02-28 16:26:48,22.0,17,21.125,70.03,45543461.81
2025-02-28 16:26:50,22.0,17,21.125,70.03,45587913.17
2025-02-28 16:26:53,22.0,17,21.187,70.14,45632366.56
2025-02-28 16:26:55,22.0,17,21.187,70.14,45676819.19
2025-02-28 16:26:58,22.0,17,21.187,70.14,45721271.51
2025-02-28 16:27:01,22.0,17,21.187,70.14,45765724.47
2025-02-28 16:27:03,22.0,17,21.187,70.14,45811823.57
2025-02-28 16:27:06,22.0,17,21.25,70.25,45856277.28
2025-02-28 16:27:08,21.0,17,21.187,70.14,45900729.82
2025-02-28 16:27:11,21.0,17,21.25,70.25,45945182.65
2025-02-28 16:27:14,21.0,17,21.25,70.25,45991281.36
2025-02-28 16:27:16,21.0,17,21.25,70.25,46037381.08
2025-02-28 16:27:19,22.0,17,21.25,70.25,46081833.49
2025-02-28 16:27:22,22.0,17,21.25,70.25,46126285.97
2025-02-28 16:27:24,22.0,17,21.25,70.25,46170739.58
2025-02-28 16:27:27,22.0,17,21.25,70.25,46215191.17
2025-02-28 16:27:29,22.0,17,21.312,70.36,46259644.22
2025-02-28 16:27:32,22.0,17,21.312,70.36,46304096.86
2025-02-28 16:27:35,22.0,17,21.312,70.36,46348550.35
2025-02-28 16:27:37,22.0,17,21.312,70.36,46393002.97
2025-02-28 16:27:40,22.0,17,21.312,70.36,46437455.51
2025-02-28 16:27:42,22.0,17,21.312,70.36,46481909.45
2025-02-28 16:27:45,22.0,17,21.312,70.36,46526362.17
2025-02-28 16:27:47,22.0,17,21.312,70.36,46570814.53
2025-02-28 16:27:50,22.0,17,21.375,70.47,46615267.52
2025-02-28 16:27:53,22.0,17,21.375,70.47,46659720.59
2025-02-28 16:27:55,22.0,17,21.375,70.47,46704172.12
2025-02-28 16:27:58,22.0,17,21.375,70.47,46748624.86
2025-02-28 16:28:00,22.0,17,21.375,70.47,46793079.35
2025-02-28 16:28:03,22.0,17,21.375,70.47,46839177.77
2025-02-28 16:28:06,22.0,17,21.375,70.47,46883630.24
2025-02-28 16:28:08,22.0,17,21.375,70.47,46928082.92
2025-02-28 16:28:11,22.0,17,21.375,70.47,46972536.49
2025-02-28 16:28:13,22.0,17,21.375,70.47,47016990.8
2025-02-28 16:28:16,22.0,17,21.375,70.47,47061442.49
2025-02-28 16:28:19,22.0,17,21.375,70.47,47107540.22
2025-02-28 16:28:21,22.0,17,21.375,70.47,47151993.35
2025-02-28 16:28:24,22.0,17,21.375,70.47,47196446.83
